Area_name,STCOU,POP010130F,POP010130D,POP010130N1,POP010130N2,POP010140F,POP010140D,POP010140N1,POP010140N2,POP010150F,POP010150D,POP010150N1,POP010150N2,POP010160F,POP010160D,POP010160N1,POP010160N2,POP010170F,POP010170D,POP010170N1,POP010170N2,POP010180F,POP010180D,POP010180N1,POP010180N2,POP010190F,POP010190D,POP010190N1,POP010190N2,POP010200F,POP010200D,POP010200N1,POP010200N2,POP010210F,POP010210D,POP010210N1,POP010210N2,POP020170F,POP020170D,POP020170N1,POP020170N2
"Santa Cruz, AZ",04023,0,9684,0000,0000,0,9482,0000,0000,0,9344,0000,0000,0,10808,0000,0000,0,13966,0000,0000,0,20459,0000,0000,0,29676,0000,0000,0,38381,0000,0000,0,47420,0000,0000,0,13966,0000,0000
"Yavapai, AZ",04025,0,28470,0000,0000,0,26511,0000,0000,0,24991,0000,0000,0,28912,0000,0000,0,36733,0000,0000,0,68145,0000,0000,0,107714,0000,0000,0,167517,0000,0000,0,211033,0000,0000,0,37005,0000,0000
"Yuma, AZ",04027,1,17816,5071,0000,1,19326,5071,0000,1,28006,5071,0000,1,46235,5071,0000,1,60827,5071,0000,1,90554,5071,0000,0,106895,0000,0000,0,160026,0000,0000,0,195751,0000,0000,1,60827,5071,0000
ARKANSAS,05000,0,1854482,0000,0000,0,1949387,0000,0000,0,1909511,0000,0000,0,1786272,0000,0000,0,1923295,0000,0000,0,2286435,0000,0000,0,2350725,0000,0000,0,2673400,0000,0000,0,2915918,0000,0000,0,1923322,0000,0000
"Arkansas, AR",05001,0,22300,0000,0000,0,24437,0000,0000,0,23665,0000,0000,0,23355,0000,0000,0,23347,0000,0000,0,24175,0000,0000,0,21653,0000,0000,0,20749,0000,0000,0,19019,0000,0000,0,23347,0000,0000
"Ashley, AR",05003,0,25151,0000,0000,0,26785,0000,0000,0,25660,0000,0000,0,24220,0000,0000,0,24976,0000,0000,0,26538,0000,0000,0,24319,0000,0000,0,24209,0000,0000,0,21853,0000,0000,0,24976,0000,0000
"Baxter, AR",05005,0,9519,0000,0000,0,10281,0000,0000,0,11683,0000,0000,0,9943,0000,0000,0,15319,0000,0000,0,27409,0000,0000,0,31186,0000,0000,0,38386,0000,0000,0,41513,0000,0000,0,15319,0000,0000
"Benton, AR",05007,0,35253,0000,0000,0,36148,0000,0000,0,38076,0000,0000,0,36272,0000,0000,0,50476,0000,0000,0,78115,0000,0000,0,97499,0000,0000,0,153406,0000,0000,0,221339,0000,0000,0,50476,0000,0000
"Boone, AR",05009,0,14937,0000,0000,0,15860,0000,0000,0,16260,0000,0000,0,16116,0000,0000,0,19073,0000,0000,0,26067,0000,0000,0,28297,0000,0000,0,33948,0000,0000,0,36903,0000,0000,0,19073,0000,0000
"Bradley, AR",05011,0,17494,0000,0000,0,18097,0000,0000,0,15987,0000,0000,0,14029,0000,0000,0,12778,0000,0000,0,13803,0000,0000,0,11793,0000,0000,0,12600,0000,0000,0,11508,0000,0000,0,12778,0000,0000
"Calhoun, AR",05013,0,9752,0000,0000,0,9636,0000,0000,0,7132,0000,0000,0,5991,0000,0000,0,5573,0000,0000,0,6079,0000,0000,0,5826,0000,0000,0,5744,0000,0000,0,5368,0000,0000,0,5573,0000,0000
"Carroll, AR",05015,0,15820,0000,0000,0,14737,0000,0000,0,13244,0000,0000,0,11284,0000,0000,0,12301,0000,0000,0,16203,0000,0000,0,18654,0000,0000,0,25357,0000,0000,0,27446,0000,0000,0,12301,0000,0000
"Chicot, AR",05017,0,22646,0000,0000,0,27452,0000,0000,0,22306,0000,0000,0,18990,0000,0000,0,18164,0000,0000,0,17793,0000,0000,0,15713,0000,0000,0,14117,0000,0000,0,11800,0000,0000,0,18164,0000,0000
"Clark, AR",05019,0,24932,0000,0000,0,24402,0000,0000,0,22998,0000,0000,0,20950,0000,0000,0,21537,0000,0000,0,23326,0000,0000,0,21437,0000,0000,0,23546,0000,0000,0,22995,0000,0000,0,21537,0000,0000
"Clay, AR",05021,0,27278,0000,0000,0,28386,0000,0000,0,26674,0000,0000,0,21258,0000,0000,0,18771,0000,0000,0,20616,0000,0000,0,18107,0000,0000,0,17609,0000,0000,0,16083,0000,0000,0,18771,0000,0000
"Cleburne, AR",05023,0,11373,0000,0000,0,13134,0000,0000,0,11487,0000,0000,0,9059,0000,0000,0,10349,0000,0000,0,16909,0000,0000,0,19411,0000,0000,0,24046,0000,0000,0,25970,0000,0000,0,10349,0000,0000
"Cleveland, AR",05025,0,12744,0000,0000,0,12570,0000,0000,0,8956,0000,0000,0,6944,0000,0000,0,6605,0000,0000,0,7868,0000,0000,0,7781,0000,0000,0,8571,0000,0000,0,8689,0000,0000,0,6605,0000,0000
"Columbia, AR",05027,0,27320,0000,0000,0,29822,0000,0000,0,28770,0000,0000,0,26400,0000,0000,0,25952,0000,0000,0,26644,0000,0000,0,25691,0000,0000,0,25603,0000,0000,0,24552,0000,0000,0,25952,0000,0000
"Conway, AR",05029,0,21949,0000,0000,0,21536,0000,0000,0,18137,0000,0000,0,15430,0000,0000,0,16805,0000,0000,0,19505,0000,0000,0,19151,0000,0000,0,20336,0000,0000,0,21273,0000,0000,0,16805,0000,0000
"Craighead, AR",05031,0,44740,0000,0000,0,47200,0000,0000,0,50613,0000,0000,0,47303,0000,0000,0,52068,0000,0000,0,63239,0000,0000,0,68956,0000,0000,0,82148,0000,0000,0,96443,0000,0000,0,52068,0000,0000
"Crawford, AR",05033,0,22549,0000,0000,0,23920,0000,0000,0,22727,0000,0000,0,21318,0000,0000,0,25677,0000,0000,0,36892,0000,0000,0,42493,0000,0000,0,53247,0000,0000,0,61948,0000,0000,0,25677,0000,0000
"Crittenden, AR",05035,0,39717,0000,0000,0,42473,0000,0000,0,47184,0000,0000,0,47564,0000,0000,0,48106,0000,0000,0,49499,0000,0000,0,49939,0000,0000,0,50866,0000,0000,0,50902,0000,0000,0,48106,0000,0000
"Cross, AR",05037,0,25723,0000,0000,0,26046,0000,0000,0,24757,0000,0000,0,19551,0000,0000,0,19783,0000,0000,0,20434,0000,0000,0,19225,0000,0000,0,19526,0000,0000,0,17870,0000,0000,0,19783,0000,0000
"Dallas, AR",05039,0,14671,0000,0000,0,14471,0000,0000,0,12416,0000,0000,0,10522,0000,0000,0,10022,0000,0000,0,10515,0000,0000,0,9614,0000,0000,0,9210,0000,0000,0,8116,0000,0000,0,10022,0000,0000
"Desha, AR",05041,0,21814,0000,0000,0,27160,0000,0000,0,25155,0000,0000,0,20770,0000,0000,0,18761,0000,0000,0,19760,0000,0000,0,16798,0000,0000,0,15341,0000,0000,0,13008,0000,0000,0,18761,0000,0000
"Drew, AR",05043,0,19928,0000,0000,0,19831,0000,0000,0,17959,0000,0000,0,15213,0000,0000,0,15157,0000,0000,0,17910,0000,0000,0,17369,0000,0000,0,18723,0000,0000,0,18509,0000,0000,0,15157,0000,0000
"Faulkner, AR",05045,0,28381,0000,0000,0,25880,0000,0000,0,25289,0000,0000,0,24303,0000,0000,0,31572,0000,0000,0,46192,0000,0000,0,60006,0000,0000,0,86014,0000,0000,0,113237,0000,0000,0,31578,0000,0000
"Franklin, AR",05047,0,15762,0000,0000,0,15683,0000,0000,0,12358,0000,0000,0,10213,0000,0000,0,11301,0000,0000,0,14705,0000,0000,0,14897,0000,0000,0,17771,0000,0000,0,18125,0000,0000,0,11301,0000,0000
"Fulton, AR",05049,0,10834,0000,0000,0,10253,0000,0000,0,9187,0000,0000,0,6657,0000,0000,0,7699,0000,0000,0,9975,0000,0000,0,10037,0000,0000,0,11642,0000,0000,0,12245,0000,0000,0,7699,0000,0000
"Garland, AR",05051,0,36031,0000,0000,0,41664,0000,0000,0,47102,0000,0000,0,46697,0000,0000,0,54131,0000,0000,0,70531,0000,0000,0,73397,0000,0000,0,88068,0000,0000,0,96024,0000,0000,0,54131,0000,0000
"Grant, AR",05053,0,9834,0000,0000,0,10477,0000,0000,0,9024,0000,0000,0,8294,0000,0000,0,9711,0000,0000,0,13008,0000,0000,0,13948,0000,0000,0,16464,0000,0000,0,17853,0000,0000,0,9711,0000,0000
"Greene, AR",05055,0,26127,0000,0000,0,30204,0000,0000,0,29149,0000,0000,0,25198,0000,0000,0,24765,0000,0000,0,30744,0000,0000,0,31804,0000,0000,0,37331,0000,0000,0,42090,0000,0000,0,24765,0000,0000
"Hempstead, AR",05057,0,30847,0000,0000,0,32770,0000,0000,0,25080,0000,0000,0,19661,0000,0000,0,19308,0000,0000,0,23635,0000,0000,0,21621,0000,0000,0,23587,0000,0000,0,22609,0000,0000,0,19308,0000,0000
"Hot Spring, AR",05059,0,18105,0000,0000,0,18916,0000,0000,0,22181,0000,0000,0,21893,0000,0000,0,21963,0000,0000,0,26819,0000,0000,0,26115,0000,0000,0,30353,0000,0000,0,32923,0000,0000,0,21963,0000,0000
"Howard, AR",05061,0,17489,0000,0000,0,16621,0000,0000,0,13342,0000,0000,0,10878,0000,0000,0,11412,0000,0000,0,13459,0000,0000,0,13569,0000,0000,0,14300,0000,0000,0,13789,0000,0000,0,11412,0000,0000
"Independence, AR",05063,0,24225,0000,0000,0,25643,0000,0000,0,23488,0000,0000,0,20048,0000,0000,0,22723,0000,0000,0,30147,0000,0000,0,31192,0000,0000,0,34233,0000,0000,0,36647,0000,0000,0,22723,0000,0000
"Izard, AR",05065,0,12872,0000,0000,0,12834,0000,0000,0,9953,0000,0000,0,6766,0000,0000,0,7381,0000,0000,0,10768,0000,0000,0,11364,0000,0000,0,13249,0000,0000,0,13696,0000,0000,0,7381,0000,0000
"Jackson, AR",05067,0,27943,0000,0000,0,26427,0000,0000,0,25912,0000,0000,0,22843,0000,0000,0,20452,0000,0000,0,21646,0000,0000,0,18944,0000,0000,0,18418,0000,0000,0,17997,0000,0000,0,20452,0000,0000
"Jefferson, AR",05069,0,64154,0000,0000,0,65101,0000,0000,0,76075,0000,0000,0,81373,0000,0000,0,85329,0000,0000,0,90718,0000,0000,0,85487,0000,0000,0,84278,0000,0000,0,77435,0000,0000,0,85329,0000,0000
"Johnson, AR",05071,0,19289,0000,0000,0,18795,0000,0000,0,16138,0000,0000,0,12421,0000,0000,0,13630,0000,0000,0,17423,0000,0000,0,18221,0000,0000,0,22781,0000,0000,0,25540,0000,0000,0,13630,0000,0000
"Lafayette, AR",05073,0,16934,0000,0000,0,16851,0000,0000,0,13203,0000,0000,0,11030,0000,0000,0,10018,0000,0000,0,10213,0000,0000,0,9643,0000,0000,0,8559,0000,0000,0,7645,0000,0000,0,10018,0000,0000
"Lawrence, AR",05075,0,21663,0000,0000,0,22651,0000,0000,0,21303,0000,0000,0,17267,0000,0000,0,16320,0000,0000,0,18447,0000,0000,0,17457,0000,0000,0,17774,0000,0000,0,17415,0000,0000,0,16320,0000,0000
"Lee, AR",05077,0,26637,0000,0000,0,26810,0000,0000,0,24322,0000,0000,0,21001,0000,0000,0,18884,0000,0000,0,15539,0000,0000,0,13053,0000,0000,0,12580,0000,0000,0,10424,0000,0000,0,18884,0000,0000
"Lincoln, AR",05079,0,20250,0000,0000,0,19709,0000,0000,0,17079,0000,0000,0,14447,0000,0000,0,12913,0000,0000,0,13369,0000,0000,0,13690,0000,0000,0,14492,0000,0000,0,14134,0000,0000,0,12913,0000,0000
"Little River, AR",05081,0,15515,0000,0000,0,15932,0000,0000,0,11690,0000,0000,0,9211,0000,0000,0,11194,0000,0000,0,13952,0000,0000,0,13966,0000,0000,0,13628,0000,0000,0,13171,0000,0000,0,11194,0000,0000
"Logan, AR",05083,0,24110,0000,0000,0,25967,0000,0000,0,20260,0000,0000,0,15957,0000,0000,0,16789,0000,0000,0,20144,0000,0000,0,20557,0000,0000,0,22486,0000,0000,0,22353,0000,0000,0,16789,0000,0000
"Lonoke, AR",05085,0,33759,0000,0000,0,29802,0000,0000,0,27278,0000,0000,0,24551,0000,0000,0,26249,0000,0000,0,34518,0000,0000,0,39268,0000,0000,0,52828,0000,0000,0,68356,0000,0000,0,26249,0000,0000
"Madison, AR",05087,0,13334,0000,0000,0,14531,0000,0000,0,11734,0000,0000,0,9068,0000,0000,0,9453,0000,0000,0,11373,0000,0000,0,11618,0000,0000,0,14243,0000,0000,0,15717,0000,0000,0,9453,0000,0000
"Marion, AR",05089,0,8876,0000,0000,0,9464,0000,0000,0,8609,0000,0000,0,6041,0000,0000,0,7000,0000,0000,0,11334,0000,0000,0,12001,0000,0000,0,16140,0000,0000,0,16653,0000,0000,0,7000,0000,0000
"Miller, AR",05091,0,30586,0000,0000,0,31874,0000,0000,0,32614,0000,0000,0,31686,0000,0000,0,33385,0000,0000,0,37766,0000,0000,0,38467,0000,0000,0,40443,0000,0000,0,43462,0000,0000,0,33385,0000,0000
"Mississippi, AR",05093,0,69289,0000,0000,0,80217,0000,0000,0,82375,0000,0000,0,70174,0000,0000,0,62060,0000,0000,0,59517,0000,0000,0,57525,0000,0000,0,51979,0000,0000,0,46480,0000,0000,0,62060,0000,0000
"Monroe, AR",05095,0,20651,0000,0000,0,21133,0000,0000,0,19540,0000,0000,0,17327,0000,0000,0,15657,0000,0000,0,14052,0000,0000,0,11333,0000,0000,0,10254,0000,0000,0,8149,0000,0000,0,15657,0000,0000
"Montgomery, AR",05097,0,10768,0000,0000,0,8876,0000,0000,0,6680,0000,0000,0,5370,0000,0000,0,5821,0000,0000,0,7771,0000,0000,0,7841,0000,0000,0,9245,0000,0000,0,9487,0000,0000,0,5821,0000,0000
"Nevada, AR",05099,0,20407,0000,0000,0,19869,0000,0000,0,14781,0000,0000,0,10700,0000,0000,0,10111,0000,0000,0,11097,0000,0000,0,10101,0000,0000,0,9955,0000,0000,0,8997,0000,0000,0,10111,0000,0000
"Newton, AR",05101,0,10564,0000,0000,0,10881,0000,0000,0,8685,0000,0000,0,5963,0000,0000,0,5844,0000,0000,0,7756,0000,0000,0,7666,0000,0000,0,8608,0000,0000,0,8330,0000,0000,0,5844,0000,0000
"Ouachita, AR",05103,0,29890,0000,0000,0,31151,0000,0000,0,33051,0000,0000,0,31641,0000,0000,0,30896,0000,0000,0,30541,0000,0000,0,30574,0000,0000,0,28790,0000,0000,0,26120,0000,0000,0,30896,0000,0000
"Perry, AR",05105,0,7695,0000,0000,0,8392,0000,0000,0,5978,0000,0000,0,4927,0000,0000,0,5634,0000,0000,0,7266,0000,0000,0,7969,0000,0000,0,10209,0000,0000,0,10445,0000,0000,0,5634,0000,0000
"Phillips, AR",05107,0,40683,0000,0000,0,45970,0000,0000,0,46254,0000,0000,0,43997,0000,0000,0,40046,0000,0000,0,34772,0000,0000,0,28838,0000,0000,0,26445,0000,0000,0,21757,0000,0000,0,40046,0000,0000
"Pike, AR",05109,0,11792,0000,0000,0,11786,0000,0000,0,10032,0000,0000,0,7864,0000,0000,0,8711,0000,0000,0,10373,0000,0000,0,10086,0000,0000,0,11303,0000,0000,0,11291,0000,0000,0,8711,0000,0000
"Poinsett, AR",05111,0,29695,0000,0000,0,37670,0000,0000,0,39311,0000,0000,0,30834,0000,0000,0,26822,0000,0000,0,27032,0000,0000,0,24664,0000,0000,0,25614,0000,0000,0,24583,0000,0000,0,26843,0000,0000
"Polk, AR",05113,0,14857,0000,0000,0,15832,0000,0000,0,14182,0000,0000,0,11981,0000,0000,0,13297,0000,0000,0,17007,0000,0000,0,17347,0000,0000,0,20229,0000,0000,0,20662,0000,0000,0,13297,0000,0000
"Pope, AR",05115,0,26547,0000,0000,0,25682,0000,0000,0,23291,0000,0000,0,21177,0000,0000,0,28607,0000,0000,0,39021,0000,0000,0,45883,0000,0000,0,54469,0000,0000,0,61754,0000,0000,0,28607,0000,0000
"Prairie, AR",05117,0,15187,0000,0000,0,15304,0000,0000,0,13768,0000,0000,0,10515,0000,0000,0,10249,0000,0000,0,10140,0000,0000,0,9518,0000,0000,0,9539,0000,0000,0,8715,0000,0000,0,10249,0000,0000
"Pulaski, AR",05119,0,137727,0000,0000,0,156085,0000,0000,0,196685,0000,0000,0,242980,0000,0000,0,287189,0000,0000,0,340613,0000,0000,0,349660,0000,0000,0,361474,0000,0000,0,382748,0000,0000,0,287189,0000,0000
"Randolph, AR",05121,0,16871,0000,0000,0,18319,0000,0000,0,15982,0000,0000,0,12520,0000,0000,0,12645,0000,0000,0,16834,0000,0000,0,16558,0000,0000,0,18195,0000,0000,0,17969,0000,0000,0,12645,0000,0000
"St. Francis, AR",05123,0,33394,0000,0000,0,36043,0000,0000,0,36841,0000,0000,0,33303,0000,0000,0,30799,0000,0000,0,30858,0000,0000,0,28497,0000,0000,0,29329,0000,0000,0,28258,0000,0000,0,30799,0000,0000
"Saline, AR",05125,0,15660,0000,0000,0,19163,0000,0000,0,23816,0000,0000,0,28956,0000,0000,0,36107,0000,0000,0,53161,0000,0000,0,64183,0000,0000,0,83529,0000,0000,0,107118,0000,0000,0,36107,0000,0000
"Scott, AR",05127,0,11803,0000,0000,0,13300,0000,0000,0,10057,0000,0000,0,7297,0000,0000,0,8207,0000,0000,0,9685,0000,0000,0,10205,0000,0000,0,10996,0000,0000,0,11233,0000,0000,0,8207,0000,0000
"Searcy, AR",05129,0,11056,0000,0000,0,11942,0000,0000,0,10424,0000,0000,0,8124,0000,0000,0,7731,0000,0000,0,8847,0000,0000,0,7841,0000,0000,0,8261,0000,0000,0,8195,0000,0000,0,7731,0000,0000
"Sebastian, AR",05131,0,54426,0000,0000,0,62809,0000,0000,0,64202,0000,0000,0,66685,0000,0000,0,79237,0000,0000,0,95172,0000,0000,0,99590,0000,0000,0,115071,0000,0000,0,125744,0000,0000,0,79237,0000,0000
"Sevier, AR",05133,0,16364,0000,0000,0,15248,0000,0000,0,12293,0000,0000,0,10156,0000,0000,0,11272,0000,0000,0,14060,0000,0000,0,13637,0000,0000,0,15757,0000,0000,0,17058,0000,0000,0,11272,0000,0000
"Sharp, AR",05135,0,10715,0000,0000,0,11497,0000,0000,0,8999,0000,0000,0,6319,0000,0000,0,8233,0000,0000,0,14607,0000,0000,0,14109,0000,0000,0,17119,0000,0000,0,17264,0000,0000,0,8233,0000,0000
"Stone, AR",05137,0,7993,0000,0000,0,8603,0000,0000,0,7662,0000,0000,0,6294,0000,0000,0,6838,0000,0000,0,9022,0000,0000,0,9775,0000,0000,0,11499,0000,0000,0,12394,0000,0000,0,6838,0000,0000
"Union, AR",05139,0,55800,0000,0000,0,50461,0000,0000,0,49686,0000,0000,0,49518,0000,0000,0,45428,0000,0000,0,48573,0000,0000,0,46719,0000,0000,0,45629,0000,0000,0,41639,0000,0000,0,45428,0000,0000
"Van Buren, AR",05141,0,11962,0000,0000,0,12518,0000,0000,0,9687,0000,0000,0,7228,0000,0000,0,8275,0000,0000,0,13357,0000,0000,0,14008,0000,0000,0,16192,0000,0000,0,17295,0000,0000,0,8275,0000,0000
"Washington, AR",05143,0,39255,0000,0000,0,41114,0000,0000,0,49979,0000,0000,0,55797,0000,0000,0,77370,0000,0000,0,100494,0000,0000,0,113409,0000,0000,0,157715,0000,0000,0,203065,0000,0000,0,77370,0000,0000
"White, AR",05145,0,38269,0000,0000,0,37176,0000,0000,0,38040,0000,0000,0,32745,0000,0000,0,39253,0000,0000,0,50835,0000,0000,0,54676,0000,0000,0,67165,0000,0000,0,77076,0000,0000,0,39253,0000,0000
"Woodruff, AR",05147,0,22682,0000,0000,0,22133,0000,0000,0,18957,0000,0000,0,13954,0000,0000,0,11566,0000,0000,0,11222,0000,0000,0,9520,0000,0000,0,8741,0000,0000,0,7260,0000,0000,0,11566,0000,0000
"Yell, AR",05149,0,21313,0000,0000,0,20970,0000,0000,0,14057,0000,0000,0,11940,0000,0000,0,14208,0000,0000,0,17026,0000,0000,0,17759,0000,0000,0,21139,0000,0000,0,22185,0000,0000,0,14208,0000,0000
CALIFORNIA,06000,0,5677251,0000,0000,0,6907387,0000,0000,0,10586223,0000,0000,0,15717204,0000,0000,0,19953134,0000,0000,0,23667902,0000,0000,0,29760021,0000,0000,0,33871648,0000,0000,0,37253956,0000,0000,0,19971069,0000,0000
"Alameda, CA",06001,0,474883,0000,0000,0,513011,0000,0000,0,740315,0000,0000,0,908209,0000,0000,0,1073184,0000,0000,0,1105379,0000,0000,0,1279182,0000,0000,0,1443741,0000,0000,0,1510271,0000,0000,0,1071446,0000,0000
"Alpine, CA",06003,0,241,0000,0000,0,323,0000,0000,0,241,0000,0000,0,397,0000,0000,0,484,0000,0000,0,1097,0000,0000,0,1113,0000,0000,0,1208,0000,0000,0,1175,0000,0000,0,484,0000,0000
"Amador, CA",06005,0,8494,0000,0000,0,8973,0000,0000,0,9151,0000,0000,0,9990,0000,0000,0,11821,0000,0000,0,19314,0000,0000,0,30039,0000,0000,0,35100,0000,0000,0,38091,0000,0000,0,11821,0000,0000
"Butte, CA",06007,0,34093,0000,0000,0,42840,0000,0000,0,64930,0000,0000,0,82030,0000,0000,0,101969,0000,0000,0,143851,0000,0000,0,182120,0000,0000,0,203171,0000,0000,0,220000,0000,0000,0,101969,0000,0000
"Calaveras, CA",06009,0,6008,0000,0000,0,8221,0000,0000,0,9902,0000,0000,0,10289,0000,0000,0,13585,0000,0000,0,20710,0000,0000,0,31998,0000,0000,0,40554,0000,0000,0,45578,0000,0000,0,13585,0000,0000
"Colusa, CA",06011,0,10258,0000,0000,0,9788,0000,0000,0,11651,0000,0000,0,12075,0000,0000,0,12430,0000,0000,0,12791,0000,0000,0,16275,0000,0000,0,18804,0000,0000,0,21419,0000,0000,0,12430,0000,0000
"Contra Costa, CA",06013,0,78608,0000,0000,0,100450,0000,0000,0,298984,0000,0000,0,409030,0000,0000,0,558389,0000,0000,0,656380,0000,0000,0,803732,0000,0000,0,948816,0000,0000,0,1049025,0000,0000,0,556116,0000,0000
"Del Norte, CA",06015,0,4739,0000,0000,0,4745,0000,0000,0,8078,0000,0000,0,17771,0000,0000,0,14580,0000,0000,0,18217,0000,0000,0,23460,0000,0000,0,27507,0000,0000,0,28610,0000,0000,0,14580,0000,0000
"El Dorado, CA",06017,0,8325,0000,0000,0,13229,0000,0000,0,16207,0000,0000,0,29390,0000,0000,0,43833,0000,0000,0,85812,0000,0000,0,125995,0000,0000,0,156299,0000,0000,0,181058,0000,0000,0,43833,0000,0000
"Fresno, CA",06019,0,144379,0000,0000,0,178565,0000,0000,0,276515,0000,0000,0,365945,0000,0000,0,413053,0000,0000,0,514621,0000,0000,0,667490,0000,0000,0,799407,0000,0000,0,930450,0000,0000,0,413329,0000,0000
"Glenn, CA",06021,0,10935,0000,0000,0,12195,0000,0000,0,15448,0000,0000,0,17245,0000,0000,0,17521,0000,0000,0,21350,0000,0000,0,24798,0000,0000,0,26453,0000,0000,0,28122,0000,0000,0,17521,0000,0000
"Humboldt, CA",06023,0,43233,0000,0000,0,45812,0000,0000,0,69241,0000,0000,0,104892,0000,0000,0,99692,0000,0000,0,108514,0000,0000,0,119118,0000,0000,0,126518,0000,0000,0,134623,0000,0000,0,99692,0000,0000
"Imperial, CA",06025,0,60903,0000,0000,0,59740,0000,0000,0,62975,0000,0000,0,72105,0000,0000,0,74492,0000,0000,0,92110,0000,0000,0,109303,0000,0000,0,142361,0000,0000,0,174528,0000,0000,0,74492,0000,0000
"Inyo, CA",06027,0,6555,0000,0000,0,7625,0000,0000,0,11658,0000,0000,0,11684,0000,0000,0,15571,0000,0000,0,17895,0000,0000,0,18281,0000,0000,0,17945,0000,0000,0,18546,0000,0000,0,15571,0000,0000
"Kern, CA",06029,0,82570,0000,0000,0,135124,0000,0000,0,228309,0000,0000,0,291984,0000,0000,0,329162,0000,0000,0,403089,0000,0000,0,543477,0000,0000,0,661645,0000,0000,0,839631,0000,0000,0,330234,0000,0000
"Kings, CA",06031,0,25385,0000,0000,0,35168,0000,0000,0,46768,0000,0000,0,49954,0000,0000,0,64610,0000,0000,0,73738,0000,0000,0,101469,0000,0000,0,129461,0000,0000,0,152982,0000,0000,0,66717,0000,0000
"Lake, CA",06033,0,7166,0000,0000,0,8069,0000,0000,0,11481,0000,0000,0,13786,0000,0000,0,19548,0000,0000,0,36366,0000,0000,0,50631,0000,0000,0,58309,0000,0000,0,64665,0000,0000,0,19548,0000,0000
"Lassen, CA",06035,0,12589,0000,0000,0,14479,0000,0000,0,18474,0000,0000,0,13597,0000,0000,0,14960,0000,0000,0,21661,0000,0000,0,27598,0000,0000,0,33828,0000,0000,0,34895,0000,0000,0,16796,0000,0000
"Los Angeles, CA",06037,0,2208492,0000,0000,0,2785643,0000,0000,0,4151687,0000,0000,0,6038771,0000,0000,0,7032075,0000,0000,0,7477503,0000,0000,0,8863164,0000,0000,0,9519338,0000,0000,0,9818605,0000,0000,0,7041980,0000,0000
"Madera, CA",06039,0,17164,0000,0000,0,23314,0000,0000,0,36964,0000,0000,0,40468,0000,0000,0,41519,0000,0000,0,63116,0000,0000,0,88090,0000,0000,0,123109,0000,0000,0,150865,0000,0000,0,41519,0000,0000
"Marin, CA",06041,0,41648,0000,0000,0,52907,0000,0000,0,85619,0000,0000,0,146820,0000,0000,0,206038,0000,0000,0,222568,0000,0000,0,230096,0000,0000,0,247289,0000,0000,0,252409,0000,0000,0,208652,0000,0000
"Mariposa, CA",06043,0,3233,0000,0000,0,5605,0000,0000,0,5145,0000,0000,0,5064,0000,0000,0,6015,0000,0000,0,11108,0000,0000,0,14302,0000,0000,0,17130,0000,0000,0,18251,0000,0000,0,6015,0000,0000
"Mendocino, CA",06045,0,23505,0000,0000,0,27864,0000,0000,0,40854,0000,0000,0,51059,0000,0000,0,51101,0000,0000,0,66738,0000,0000,0,80345,0000,0000,0,86265,0000,0000,0,87841,0000,0000,0,51101,0000,0000
"Merced, CA",06047,0,36748,0000,0000,0,46988,0000,0000,0,69780,0000,0000,0,90446,0000,0000,0,104629,0000,0000,0,134560,0000,0000,0,178403,0000,0000,0,210554,0000,0000,0,255793,0000,0000,0,104629,0000,0000
"Modoc, CA",06049,0,8038,0000,0000,0,8713,0000,0000,0,9678,0000,0000,0,8308,0000,0000,0,7469,0000,0000,0,8610,0000,0000,0,9678,0000,0000,0,9449,0000,0000,0,9686,0000,0000,0,7469,0000,0000
"Mono, CA",06051,0,1360,0000,0000,0,2299,0000,0000,0,2115,0000,0000,0,2213,0000,0000,0,4016,0000,0000,0,8577,0000,0000,0,9956,0000,0000,0,12853,0000,0000,0,14202,0000,0000,0,4016,0000,0000
"Monterey, CA",06053,0,53705,0000,0000,0,73032,0000,0000,0,130498,0000,0000,0,198351,0000,0000,0,250071,0000,0000,0,290444,0000,0000,0,355660,0000,0000,0,401762,0000,0000,0,415057,0000,0000,0,247450,0000,0000
"Napa, CA",06055,0,22897,0000,0000,0,28503,0000,0000,0,46603,0000,0000,0,65890,0000,0000,0,79140,0000,0000,0,99199,0000,0000,0,110765,0000,0000,0,124279,0000,0000,0,136484,0000,0000,0,79140,0000,0000
"Nevada, CA",06057,0,10596,0000,0000,0,19283,0000,0000,0,19888,0000,0000,0,20911,0000,0000,0,26346,0000,0000,0,51645,0000,0000,0,78510,0000,0000,0,92033,0000,0000,0,98764,0000,0000,0,26346,0000,0000
"Orange, CA",06059,0,118674,0000,0000,0,130760,0000,0000,0,216224,0000,0000,0,703925,0000,0000,0,1420386,0000,0000,0,1932709,0000,0000,0,2410556,0000,0000,0,2846289,0000,0000,0,3010232,0000,0000,0,1421233,0000,0000
"Placer, CA",06061,0,24468,0000,0000,0,28108,0000,0000,0,41649,0000,0000,0,56998,0000,0000,0,77306,0000,0000,0,117247,0000,0000,0,172796,0000,0000,0,248399,0000,0000,0,348432,0000,0000,0,77632,0000,0000
"Plumas, CA",06063,0,7913,0000,0000,0,11548,0000,0000,0,13519,0000,0000,0,11620,0000,0000,0,11707,0000,0000,0,17340,0000,0000,0,19739,0000,0000,0,20824,0000,0000,0,20007,0000,0000,0,11707,0000,0000
